Tarih;Saat;Toplam;Doğal Gaz;Barajlı;Linyit;Akarsu;İthal Kömür;Rüzgar;Güneş;Fuel Oil;Jeotermal;Asfaltit Kömür;Taş Kömür;Biyokütle;Nafta;LNG;Uluslararası;Atık Isı
26.06.2025;06:00;34309,5;8627,84;1818,65;4557,9;1222,55;9690,11;4553,78;875,36;85,21;1142,73;225,22;598,44;916,23;0;0;-83,38;78,86
26.06.2025;07:00;33509,74;7130,35;1925,51;4593,23;1176,23;9617,37;3997,43;2168,33;85,74;1121,8;220,8;594;919,17;0;0;-116,49;76,27
26.06.2025;08:00;35980,45;9124,42;2212,61;4496,78;1448,87;9608,57;3369,78;2727,47;89,02;1068,84;220,8;597,41;937,96;0;0;-1,08;79
26.06.2025;09:00;36473,84;9063,16;2841,36;4462,25;1486,3;9620,82;3005,69;3030,58;89,92;1022,99;220,8;582,99;939,73;0;0;31,3;75,95
26.06.2025;10:00;35972,35;8460,93;2871,26;4450,13;1496,66;9584,85;2987,17;3188,3;89,56;961,67;220,8;590,12;943,21;0;0;54,22;73,47
26.06.2025;11:00;36317,37;8318;3220,47;4376,21;1399,02;9301,54;3151,66;3297,66;89,08;928,93;223;590,78;931,51;0;0;415,8;73,71
26.06.2025;12:00;35136,22;7256,6;3294,61;4369,51;1311,04;9244,01;3505,42;3278,86;82,69;901,49;220,8;587,22;911,04;0;0;102,37;70,56
26.06.2025;13:00;36835,12;7953,94;3750,16;4351,15;1319,95;9362,94;4074,49;3257,86;83,43;866,86;220,8;591,99;922,82;0;0;6,51;72,22
26.06.2025;14:00;39204,77;9022,83;4094,36;4385,16;1429,61;9422,24;4737,14;3166,91;89,26;856,94;218,59;597,5;917,74;0;0;192,73;73,76
26.06.2025;15:00;40536,94;10086,34;3844,84;4373,99;1345,57;9643,47;5243,63;3014,6;89,81;845,93;223;595,33;915,8;0;0;243,71;70,92
26.06.2025;16:00;43024,67;11544,22;4606,42;4344,25;1587,4;9596,22;5717,49;2799,08;95,31;837,4;222,46;602,2;902,64;0;0;96,21;73,37
26.06.2025;17:00;45455,43;12448,95;6137,02;4310,34;1844,94;9587,45;6209,28;2293,9;91,67;839,77;218,59;589,08;897,58;0;0;-86,47;73,33
26.06.2025;18:00;47416,4;12751,46;8147,78;4292,71;2216,5;9645,57;6595,69;1179,65;90,62;824,4;223;591,92;925,67;0;0;-144,09;75,52
26.06.2025;19:00;48748,86;13143,56;9576,8;4302,78;2339,9;9642,33;6916,66;211,98;92,09;847,73;223;601;940,56;0;0;-171,36;81,83
26.06.2025;20:00;50126,71;13140,23;10270,97;4315,46;2527,84;9632,14;7446,43;4,89;93,03;882,6;223;601,91;954,17;0;0;-46,65;80,69
26.06.2025;21:00;50147,56;12975,45;10340,45;4317,88;2377,01;9639,09;7749,62;0,02;93,91;927,07;220,8;584,45;953,78;0;0;-115,53;83,56
26.06.2025;22:00;48397,86;13017,1;8558,48;4299,73;2158,16;9636,63;7922,03;0,02;94,32;961,57;223;563,89;953,68;0;0;-82,24;91,49
26.06.2025;23:00;46183,06;12463,03;7433,41;4259,34;1990,27;9625,75;7585,56;0,01;94,04;984,52;223;542,53;954,05;0;0;-76;103,55
27.06.2025;00:00;43435,62;10859,61;6530,68;4209,26;1938,68;9655,05;7353,53;0,02;93,92;1004,93;220,8;572,35;953,42;0;0;-61,5;104,87
27.06.2025;01:00;41107,89;9769,5;5625,64;4235,91;1813,1;9669,63;7072,39;0,02;92,56;1033,86;220,8;573,72;947,6;0;0;-51,99;105,15
27.06.2025;02:00;39472,93;9714,23;4480,81;4279,88;1472;9666,07;6908,33;0,02;92,87;1053,95;225,2;573,83;945,46;0;0;-49,28;109,56
27.06.2025;03:00;38214,49;9170,83;3889,33;4312,99;1370,55;9677,89;6828,07;0,02;92,85;1065,72;225,2;569,66;943,92;0;0;-36,65;104,11
27.06.2025;04:00;36960,98;8783,15;3250,86;4317,26;1354,33;9684,64;6580,09;2,12;92,29;1062,16;220,8;574,98;950,73;0;0;-16,66;104,23
27.06.2025;05:00;35997,18;8504,71;2559,05;4424,39;1445,71;9668,63;6360,66;76,14;89,23;1070,12;220,8;571,41;946,8;0;0;-43,44;102,97
27.06.2025;06:00;34815,69;7683,96;1964,39;4464,96;1259,88;9664,14;6114;822,22;84,04;1072,78;225,2;576,76;935,29;0;0;-153,01;101,08
27.06.2025;07:00;34122,09;6345,94;2069,47;4455,38;1217,43;9664,12;5564,8;1965,76;74,62;1065,76;220,8;576,63;948,48;0;0;-147,87;100,77
27.06.2025;08:00;36869,14;7252,59;3359,76;4510,26;1432,06;9686,58;4952,02;2722,09;88,23;1035,35;223;576,8;958,05;0;0;-15,36;87,71
27.06.2025;09:00;37700,66;7182,82;4219,14;4475,77;1515,63;9680,29;4704,34;3011,28;89,64;990,3;220,8;568,42;956,23;0;0;-12,88;98,88
27.06.2025;10:00;37316,95;6976,91;3933,27;4368,08;1501,14;9674,59;4852,23;3187,19;93,89;958,86;223;578,95;947,71;0;0;-75,26;96,39
27.06.2025;11:00;37632,93;6866,5;3988,72;4402,13;1537,58;9513,62;5262,74;3246,24;93,37;904,13;223;580,51;933,13;0;0;-15,6;96,86
27.06.2025;12:00;35871,95;6269,6;2776,53;4392,93;1423,75;9505,77;5619,68;3269,64;86,09;877;220,8;574,98;928,69;0;0;-165,9;92,39
27.06.2025;13:00;36049,24;6204,08;2758,17;4403,56;1338,38;9555,13;5727,47;3233,23;85,67;861,09;220,8;567,74;933,43;0;0;67,87;92,62
27.06.2025;14:00;39856,66;7875,13;4568,59;4364,32;1555,67;9475,83;6054,44;3186,67;91,58;864,95;220,8;575,47;935,57;0;0;-5,14;92,78
27.06.2025;15:00;41235,93;9447,01;4422,21;4273,39;1492,9;9511,52;6317,52;3007,45;89,86;850,33;220,8;577,34;940,92;0;0;-3,43;88,11
27.06.2025;16:00;43794,52;10628,84;5395,23;4310,13;1550,03;9673,43;6811,57;2739,6;87,21;843,5;220,8;567,84;932,23;0;0;-50,89;85
27.06.2025;17:00;45517,58;12297,93;5524,12;4261,13;1606,68;9662,59;7236,88;2277,05;86,99;843,28;223;574,01;898,71;0;0;-58,88;84,09
27.06.2025;18:00;47591,07;12962,32;7892,92;4297,49;1961,2;9644,38;7518,97;1176,85;87,25;850,82;218,59;576,31;930,92;0;0;-612,07;85,12
27.06.2025;19:00;49018,48;12838,85;9920,5;4300,16;2304,98;9661,61;7630;207,87;89,88;867,53;220,8;566,28;944,73;0;0;-618,84;84,13
27.06.2025;20:00;50228,44;12998,52;10756,69;4245,34;2431,96;9774,46;7798,17;3,87;91,77;895,67;220,8;563,56;926,94;0;0;-563,71;84,4
27.06.2025;21:00;50140,56;12472,91;11372,78;4273,88;2335,8;9824,81;7606,67;0,02;92,3;930,35;218,59;565,46;950,2;0;0;-585,87;82,66
27.06.2025;22:00;48294,47;12795,62;8990,88;4330,04;2110,36;9958,26;7261,05;0,02;89,7;965,88;218,59;568,45;959,27;0;0;-38,88;85,23
27.06.2025;23:00;45631,64;12501,39;7279,92;4361,94;1721,16;10004,5;6909,34;0,01;88,43;983,04;218,59;548,13;967,32;0;0;-39,26;87,13
28.06.2025;00:00;43497,13;12598,79;5560,83;4337,71;1669,44;10020,69;6438,96;0,02;93,32;993,6;194,3;557,62;981,65;0;0;-35,8;86
28.06.2025;01:00;41430,7;12252,16;4445,87;4372,74;1597,34;10014,85;5972,37;0,02;92,57;1027,62;165,59;543,25;982,19;0;0;-125,51;89,64
28.06.2025;02:00;39746,67;11545,37;3691,76;4398,38;1520,35;10026,83;5771,46;0,02;93,07;1041,84;163,38;544,4;987,76;0;0;-127,94;89,99
28.06.2025;03:00;38536,5;10823,75;3144,71;4427,95;1464,44;10008,5;5854,52;0,02;92,54;1064,08;158,97;549,33;957,66;0;0;-101,6;91,63
28.06.2025;04:00;37693,46;9973,29;2404,82;4578,58;1383,21;10017,94;6534,26;2,26;86,98;1079,03;121,43;543,7;978,33;0;0;-103,61;93,24
28.06.2025;05:00;35866,54;8532,38;1749,94;4643,17;1218,09;10018,46;6870,69;73,31;84,23;1092,3;81,69;541,89;956,76;0;0;-92,83;96,46
28.06.2025;06:00;34325,68;6221,7;1884,96;4630,05;1114,9;10007,28;6905,63;813,5;86,71;1094,35;81,69;515,83;957,57;0;0;-88,32;99,83
28.06.2025;07:00;32963,82;4350,98;1990,61;4594,43;1118,22;9778,83;6610,51;2087,35;90,74;1077,4;79,48;397,4;951,99;0;0;-263,41;99,29
28.06.2025;08:00;33547,48;4422,19;1755,98;4580,43;1305,25;9775,57;6588,27;2714,05;90,44;1043,31;81,69;398,44;961,49;0;0;-268,21;98,58
28.06.2025;09:00;33575,77;3956,87;1819,08;4674,19;1207,55;9559,23;6524,14;2920,27;83,08;1003,62;81,69;399,66;947,95;0;0;301,61;96,83
28.06.2025;10:00;33472,31;4381,39;2119,21;4525,52;1150,4;8120,63;7100,36;3191,91;83,15;972,7;81,69;391,13;940,7;0;0;319,85;93,67
28.06.2025;11:00;33584,7;4296,87;2495,51;4288,34;1244,98;7261,59;7849,98;3242,79;83,14;949,64;81,69;439,47;959,8;0;0;291,63;99,27
28.06.2025;12:00;32623,46;3570,06;2072,47;4268,81;1186,44;7168,44;8202,52;3220,74;83,71;933,66;81,69;521,61;968,19;0;0;245,61;99,51
28.06.2025;13:00;33818,96;3995,03;2294,82;4147,67;1134,52;7524,56;8551,19;3155,07;83,29;919,47;81,69;526,02;944,22;0;0;360,26;101,15
28.06.2025;14:00;35227,5;3842,69;2435,98;4108,85;1160,13;8728,16;8783,38;3109,5;83,28;900,73;81,69;522,24;951,58;0;0;418,32;100,97
28.06.2025;15:00;36456,23;3990,46;2786,02;4127,39;1148,57;9332,53;9026,35;2946,21;89,43;899,12;81,69;530,19;962,45;0;0;429,06;106,76
28.06.2025;16:00;38541,19;4712,67;3431,38;4251,38;1370,78;9743,37;9318,98;2680,34;89,34;894,34;81,69;550;970,82;0;0;345,52;100,58
28.06.2025;17:00;41724,11;7159,14;4037,92;4346,93;1546,93;9868,16;9516,52;2228,22;90,31;901,74;81,69;553,91;960,53;0;0;330,14;101,97
28.06.2025;18:00;44755,36;9928,51;5428,2;4284,01;1729,83;9966,09;9618,73;1172,71;87,56;919,92;81,69;557,56;956,69;0;0;-76,97;100,83
28.06.2025;19:00;46417,92;10315,19;7482,5;4242,62;2073,85;9991,88;9553,44;224,03;91,36;943,47;81,69;558,07;968,78;0;0;-211,91;102,95
28.06.2025;20:00;47723,43;11025,98;8274,66;4245,92;2294,56;9994,7;9282,11;10,44;91,9;977,12;83,9;553,96;962,81;0;0;-174,61;99,98
28.06.2025;21:00;47633,22;10991,16;8281,81;4234,36;2191,74;9999,32;9293,31;0,02;93,01;1007,07;81,69;555,84;973,87;0;0;-168,9;98,92
28.06.2025;22:00;46012,16;10675,85;7068,98;4268,7;2001,96;10003,75;9319,31;0,02;93,58;1039,6;81,69;544,71;974,7;0;0;-159,45;98,76
28.06.2025;23:00;43835,39;10175,97;6184,93;3940,78;1803,87;9987,81;9066;0,01;92,62;1062,38;81,69;544,72;933,81;0;0;-135,47;96,27
29.06.2025;00:00;41244,51;8438,62;5398,81;3922,38;1738,61;9923,2;9083,87;0,02;88,26;1077,79;81,69;547,11;965,66;0;0;-117,96;96,45
29.06.2025;01:00;39460,69;7031,18;4723,02;3994,63;1629,1;9930,64;9486;0,02;87,75;1085,41;79,48;550,45;967,19;0;0;-202,77;98,59
29.06.2025;02:00;37522,14;5086,67;4383,89;4002,15;1612,97;9911,94;9842,89;0,03;88,55;1095,86;81,69;552,13;966,01;0;0;-205,6;102,96
29.06.2025;03:00;36256,78;3562,73;4310,63;3985,01;1659,76;9820,48;10210,3;0,02;86,9;1102,93;81,69;554,16;973,83;0;0;-190,85;99,19
29.06.2025;04:00;35585,99;3267,53;3912,2;3915,23;1663,24;9703,38;10375,48;1,83;82,19;1116,29;81,69;558,7;989,99;0;0;-182,7;100,94
29.06.2025;05:00;33755,9;3177,24;2647,29;3862,44;1377,19;9435,26;10389,72;66,7;85,29;1115,32;81,69;549,45;981,89;0;0;-115,44;101,86
29.06.2025;06:00;31641,56;2533,09;2516,48;3761,34;1386,69;7819,89;10217,43;771,33;83,83;1110,06;81,69;543,95;979,85;0;0;-265,55;101,48
29.06.2025;07:00;28666,46;2436,32;1904,68;3658,23;953,82;5613,89;9957,45;1967,06;58,94;1090,31;81,69;441,96;963,89;0;0;-565,96;104,18
29.06.2025;08:00;27435,85;2362,79;3098,6;3585,87;666,34;4682,46;8990,45;1759,79;83,82;1072,69;81,69;395,22;964,46;0;0;-410,8;102,47
29.06.2025;09:00;26490,38;2248,82;2570,33;3575,25;609,86;4427,37;8796,91;1922,64;93,47;1041,48;81,69;389,45;954,59;0;0;-325,78;104,3
29.06.2025;10:00;26187,29;2245,42;2233,19;3587,92;591,43;4426,01;8497,59;2064,74;83,38;1013,1;81,69;389,41;936,89;0;0;-65,66;102,18
29.06.2025;11:00;26525,11;2259,25;2304,28;3445,83;629,19;4426,24;8579,72;2133,04;87,01;983,91;79,48;408,54;944,6;0;0;139,9;104,12
29.06.2025;12:00;26515,07;2257,24;2184,22;3438,21;616,18;4424,66;8692,99;2120,64;88,87;968,52;81,69;504,51;938,71;0;0;95,81;102,82
29.06.2025;13:00;27644,02;2386,78;2769,72;3432,65;646,36;4493,51;9059,59;2043,62;86,36;959,4;79,48;519;941,29;0;0;129,47;96,79
29.06.2025;14:00;28525,7;2520,03;3549,11;3394,69;692,12;4550,61;9120,06;1870,46;79,15;946,79;81,69;526,52;945,69;0;0;157,08;91,7
29.06.2025;15:00;29761,79;2547,11;3321,07;3440,22;811,92;5028,43;9964,36;1983,01;80,79;960,31;77,28;535,48;946,42;0;0;-31,07;96,46
29.06.2025;16:00;31902,5;2524,17;3300,25;3491,48;1237,11;5570,39;10466,32;2281,13;71,68;961,44;79,48;523,95;941,79;0;0;357,62;95,69
29.06.2025;17:00;34930,4;3506,02;3573,29;3376,15;1279,46;8243;10324,92;1664,74;92,3;967,62;81,69;526,96;962,42;0;0;234,18;97,65
29.06.2025;18:00;38257,34;5475,7;4144,6;3423,1;1567,87;9870,61;9963,58;771,48;89,2;981,71;79,48;551,94;971,72;0;0;273,89;92,46
29.06.2025;19:00;40510,5;7346,52;5591,78;3485,84;1990;9933,67;9534,89;129,36;87,35;1000,07;81,69;560,05;972,45;0;0;-300,98;97,81
29.06.2025;20:00;42312,28;8177,61;6977,91;3562,75;2153,03;9932,58;8940,03;4,26;65,96;1026,75;81,69;555,15;974,61;0;0;-239,18;99,13
29.06.2025;21:00;42438,83;8287,64;7398,28;3587,18;2144,91;9944,76;8523,26;0,02;55,98;1047,84;83,89;550,42;962,98;0;0;-251,2;102,87
29.06.2025;22:00;41324,36;8455,28;6632,73;3601,25;1991,89;9932,99;8079,73;0,02;56,39;1062,9;110,39;563,71;963,64;0;0;-227,46;100,9
29.06.2025;23:00;39729,72;8230,81;5994,58;3593,63;1803,65;9958,57;7544,44;0,01;56,87;1075,33;125,85;562,24;933,59;0;0;-249,86;100,01
30.06.2025;00:00;38045,33;7995,21;4901,67;3571,19;1718,3;9957,48;7201,79;0,02;56,73;1092,82;156,76;586,97;943,24;0;0;-238,89;102,04
30.06.2025;01:00;36100,72;7380,16;3542,81;3586,3;1703,1;9968,39;7045,95;0,02;56,65;1114,44;158,97;593,68;940,74;0;0;-93,47;102,98
30.06.2025;02:00;34914,03;7579,62;2531,23;3569,61;1523,84;10006,48;6811,56;0,02;55,88;1113,63;158,97;591,34;926,49;0;0;-56,85;102,21
30.06.2025;03:00;33860,22;6831,06;2564,11;3561,76;1571,48;9828,3;6577,33;0,02;55,78;1133,92;161,17;584,29;935,2;0;0;-47,02;102,82
30.06.2025;04:00;33366,07;6483,96;2599,35;3628,24;1544,93;9836,23;6319,71;1,99;56,39;1150,78;141,31;582,72;950,08;0;0;-29,14;99,52
30.06.2025;05:00;32234,81;5743,96;2215,51;3724,45;1507,85;9794,35;6281,61;64,96;57,06;1161,19;112,6;579,55;958,6;0;0;-63,41;96,53
30.06.2025;06:00;31354,5;4970,5;2191,35;3783,81;1245,9;9488,99;6134,97;713,15;57,26;1168,48;112,6;582,6;975,74;0;0;-167,78;96,93
30.06.2025;07:00;31355,2;4774,41;2068,65;3982,08;1244,31;9219,68;5664,47;1879,38;54,97;1153,79;110,4;584,91;967,42;0;0;-442,54;93,27
30.06.2025;08:00;34795,43;5861,53;2705,66;4188,72;1667,28;9805,34;5343,92;2385,93;55,93;1120,91;112,6;593,74;965,68;0;0;-108,82;97,01
30.06.2025;09:00;34853,54;5163,04;2996,48;4212,64;1609,91;9823,68;5364,84;2649,21;55,36;1086,27;110,4;579,96;947,02;0;0;158,93;95,8
30.06.2025;10:00;34651,94;4693,75;2542,86;4232,3;1512,68;9843,78;5835,9;2804,01;55,36;1042,42;112,6;579,1;949,54;0;0;354,22;93,42
30.06.2025;11:00;34891,27;4765,45;2488,4;4215,99;1468,55;9868,18;6117,57;2915,25;55,23;1018,55;110,4;589,95;961,77;0;0;227,76;88,22
30.06.2025;12:00;33630,68;4872,58;1807,13;4136,4;1385,72;9770,21;6328,56;2802,94;53,9;995,19;114,8;569,88;961,22;0;0;-243,8;75,95
30.06.2025;13:00;35174,11;5597,46;2347,72;4094,6;1322,62;9550,06;6501,88;2866,56;55,32;976,59;152,34;566,42;954,49;0;0;119,46;68,59
30.06.2025;14:00;36850,19;6855,72;3002,57;3850,05;1351,02;9492,69;6519,04;2852,57;55,99;957,97;161,18;562,29;971,2;0;0;146,19;71,71
30.06.2025;15:00;37939,29;8188,72;2811,79;3863,26;1347,85;9492,22;6773,81;2723,73;56,59;938,18;178,84;563,23;965,67;0;0;-40,61;76,01
30.06.2025;16:00;40171,79;9505,08;3366,37;3904,12;1568,8;9511,63;7012,61;2571,11;56,56;924,07;185,47;565,19;938,49;0;0;-30,11;92,4
30.06.2025;17:00;42530,81;10969,24;4608,73;3900,67;1655,59;9492,42;7062,27;2195,88;55,35;915,27;192,08;564,57;940,73;0;0;-111,53;89,54
30.06.2025;18:00;44378,17;12503,02;5441,91;3944,35;1851,15;9643,52;7155,03;1167,53;50,79;914,65;194,3;560,69;932,62;0;0;-78,21;96,82
30.06.2025;19:00;46127,65;12984,69;7539,28;3959,17;2095,4;9732,68;6972,4;213,3;55,23;925,8;192,09;581,92;928,48;0;0;-149,77;96,98
30.06.2025;20:00;47742,13;13239,67;9585,01;3975,98;2237,23;9728,08;6231,13;3,87;55,36;955,92;194,29;573,35;925,62;0;0;-59,94;96,56
30.06.2025;21:00;47415,93;12562,12;10087,34;4000,11;2378,59;9910,63;5779,66;0,02;55,11;981,63;192,09;586,04;921,53;0;0;-138,28;99,34
30.06.2025;22:00;46209,55;12889,65;9013,44;3970,79;2125,6;10012,3;5429,57;0,01;54,11;995,15;192,09;589,3;918,46;0;0;-74,33;93,41
30.06.2025;23:00;44063,68;12861,23;7529,91;3976,7;1910,69;10014,38;5141,37;0,01;54,48;1017,01;194,3;580,27;901;0;0;-207,79;90,12
1.07.2025;00:00;41572,67;12499,32;5870,35;4025,27;1869,94;10018,07;5005,16;0,02;55,65;1046,72;181,04;566,31;932,27;0;0;-579,31;81,86
1.07.2025;01:00;39695,43;12374,19;4384,05;4002,38;1842,52;10030,02;4781,86;0,02;56,73;1068,95;189,88;583,82;910,29;0;0;-611,17;81,89
1.07.2025;02:00;38158,42;12073,68;3525,3;4015,15;1662,86;10037,89;4528,95;0,02;56,65;1083,4;194,29;584,14;930,06;0;0;-612,8;78,83
1.07.2025;03:00;37141,42;11861,63;3051,73;4133,73;1479,99;10031,77;4236,65;0,02;54,67;1092,55;189,88;583,51;940,41;0;0;-596,34;81,22
1.07.2025;04:00;36470,93;12140,29;2336,43;4212,8;1395,49;9873,95;4180,54;2,08;54,77;1105,72;189,88;573,48;925,09;0;0;-597,34;77,75
1.07.2025;05:00;35367,27;11912,39;1849,18;4208,4;1327,62;9697,73;3940,2;63,61;55,82;1117,65;192,09;590;927,01;0;0;-594,92;80,49
1.07.2025;06:00;34141,75;9896,95;2138,94;4237,19;1253,5;9729,31;3659,58;759,11;55,84;1114,89;189,88;588,32;925,36;0;0;-486,89;79,77
1.07.2025;07:00;33364,62;8655,77;1868,58;4234,57;1164,84;9722,28;3301,56;2039,47;53,81;1091,75;181,05;591,34;933,87;0;0;-547,6;73,33
1.07.2025;08:00;35726,27;9286,89;2655,67;4267,25;1563,95;9747,92;3187,64;2672,02;53,2;1063,07;165,59;582,44;939,25;0;0;-533,25;74,63
1.07.2025;09:00;35924,76;9146,69;2668,08;4350,96;1557,92;9751,8;3228,28;2965,75;52,9;1025,62;161,17;575,47;898,72;0;0;-532,96;74,36
1.07.2025;10:00;35269,7;8407,08;2283,24;4339,33;1388,92;9733,83;3770,9;3096,5;53,35;999,22;163,38;571,83;899,88;0;0;-512,86;75,1
1.07.2025;11:00;35692,37;7447,88;2867,82;4392,15;1378,76;9544,71;4207,89;3219,02;53,03;978,13;163,38;578,03;913,91;0;0;-147,97;95,63
1.07.2025;12:00;34516,23;5966,87;2700,6;4589,81;1352,63;9550,06;4825,87;3258,84;52,97;960,18;161,17;561,56;910,13;0;0;-470,5;96,04
1.07.2025;13:00;36386,87;6579,85;2940,31;4610,66;1262,03;9579,64;5457,65;3248,73;52,46;937,9;163,38;563,98;923,7;0;0;-31,49;98,07
1.07.2025;14:00;38717,63;7744,98;3349,63;4566,34;1432,53;9577,27;6046,02;3174,04;53,57;916,83;163,38;572,73;911,92;0;0;108,26;100,13
1.07.2025;15:00;39938,91;8733,97;3137,13;4673,36;1340,74;9702,7;6844,13;3005,05;53,93;904,09;158,96;566,63;917,86;0;0;-195,55;95,91
1.07.2025;16:00;42224,88;10216,03;3694,68;4714,65;1440,91;9676,6;7653,28;2631,76;54,39;903,47;170,01;576,29;919,66;0;0;-523,2;96,35
1.07.2025;17:00;44477,16;11211,79;4825,49;4649,56;1528,69;9646,21;8341,28;2146,25;53,94;899,79;174,43;576,32;927,27;0;0;-602,64;98,78
1.07.2025;18:00;46024,21;12261,08;5773,28;4638,19;1687,62;9660,27;8802,61;1087,96;53,63;904,64;194,29;572,26;926,27;0;0;-637,91;100,02
1.07.2025;19:00;47414,7;12483,72;7417,33;4705,05;1940,98;9714,57;8809,78;204,41;54,1;915,46;192,09;580,33;923,36;0;0;-624,37;97,89
1.07.2025;20:00;48741,2;12709,29;8394,41;4751,75;2160,91;9721,83;8901,01;5,27;56;935,89;194,29;574,99;893,57;0;0;-657,14;99,13
1.07.2025;21:00;48588,47;12384,62;8275,33;4835;2135,43;9941,97;8906,6;0,05;55,66;944,65;194,29;575,31;911,93;0;0;-671,89;99,52
1.07.2025;22:00;47003,61;11848,07;7143,38;4799,63;1876,79;10009,1;9143,4;0,01;55,9;962,35;194,3;571,49;916,56;0;0;-619,35;101,98
1.07.2025;23:00;45107,69;11011,74;6397,79;4819,88;1737,28;10005,73;8908,06;0,01;50,72;1005,63;194,3;570,32;916,24;0;0;-611,76;101,75
2.07.2025;00:00;42548,88;9843,33;5484,02;4862,61;1586,31;10009,09;8443,04;0,01;55,78;1025,31;214,16;574,96;915,73;0;0;-570,03;104,56
2.07.2025;01:00;40558,5;8953,27;4463,78;4882,95;1531,68;10017,6;8389,09;0,01;55,58;1045,63;220,8;577,46;910,93;0;0;-593,38;103,1
2.07.2025;02:00;39045,65;8917,58;3332,42;4906,18;1430,61;10020,85;8097,52;0,01;55,41;1063,7;223;581,67;919,32;0;0;-606,33;103,71
2.07.2025;03:00;37910,44;8541,95;3013,46;4882,98;1325,76;10014,5;7772,96;0,01;55,2;1071,77;223;570,34;918,48;0;0;-580,91;100,94
2.07.2025;04:00;37259,31;8430,44;2649,34;4932,02;1352,48;10013,11;7497,54;1,95;54,21;1082,32;220,8;584,12;928,27;0;0;-589,14;101,85
2.07.2025;05:00;35706,97;7700,4;2103,42;4826,7;1193,4;10017,24;7398,21;58,92;54,23;1087,71;223;580,3;931,33;0;0;-565,29;97,4
2.07.2025;06:00;34546,31;6498,27;1801,04;4808,28;1237,3;10017,39;7115,91;728,91;54,71;1089,68;225,2;537,27;927,06;0;0;-595,48;100,77
2.07.2025;07:00;34187,28;5438,56;2047,27;4856,33;1148,52;9663,04;6699,75;1955,44;54,72;1077,41;198,72;568,97;928,8;0;0;-552,74;102,49
2.07.2025;08:00;36430,63;5935,04;2598,93;4879,62;1523,51;9946,84;6564,73;2679,1;54,94;1049,92;161,17;584,73;918,34;0;0;-567,28;101,04
2.07.2025;09:00;36484,82;5462,91;2623,58;4813,59;1452,78;10005,87;6801,64;2952,14;54,25;1019,64;161,17;555,4;921,16;0;0;-430,75;91,44
2.07.2025;10:00;35770,77;4529,01;2503,94;4625,17;1276,06;9987,84;7188,63;3036,49;53,93;999,41;161,17;542,73;927,5;0;0;-158,17;97,06
2.07.2025;11:00;35834,82;4515,24;2326,26;4615,46;1198,34;9801,31;7446,33;3093,95;54,62;972,31;161,17;538,5;920,41;0;0;94,73;96,19
2.07.2025;12:00;34052,37;4447,08;1844,81;4672,21;1091,6;8638;7680,8;3075,18;54,86;956,48;158,96;555,42;920,05;0;0;-126,82;83,74
2.07.2025;13:00;34955,57;4573,56;2185,56;4470,34;1109,04;8669,6;7998,3;3058,28;54,91;940,44;161,17;570,07;916,01;0;0;160,11;88,18
2.07.2025;14:00;36160,11;5211,73;2849,15;4559,7;1217,4;8647,03;7860,43;2976,13;54,08;926,87;163,38;567,85;926,01;0;0;105,29;95,06
2.07.2025;15:00;38606,75;5848,38;3143,55;4574,97;1246,15;9998,11;8175,01;2839,44;55,53;917,07;163,38;576,12;927,33;0;0;49,48;92,23
2.07.2025;16:00;41065;7860,97;3808,77;4586,44;1457,92;9952,28;8383,31;2654,11;56,95;916,68;174,43;579,95;940,73;0;0;-401,66;94,12
2.07.2025;17:00;43594,62;10243,81;4490,96;4541,2;1492,6;10008,1;8535,22;2120,51;56,78;922,16;194,3;580,11;938,82;0;0;-628,35;98,4
2.07.2025;18:00;45727,38;11983,04;5420,08;4543,93;1704,76;10018,96;8866,22;1009,8;55,97;936,89;218,59;578,81;936,36;0;0;-642,46;96,43
2.07.2025;19:00;47105,43;12793,85;6372,63;4585,07;2096,39;10005,96;8843,57;172,14;55,73;959,77;218,59;580,8;943,44;0;0;-621,23;98,72
2.07.2025;20:00;48403,96;12961,73;7663,46;4640,41;2285,6;10004,7;8598,4;4,14;55,52;986,5;223;574,29;930,5;0;0;-621,42;97,13
2.07.2025;21:00;48337,01;12966,56;8011,72;4582,93;2270,17;9986,64;8311,52;0,01;56,51;1015,65;225,2;529,66;942,54;0;0;-655,01;92,91
2.07.2025;22:00;46637,23;12396,91;7667,3;4604,51;1897,12;9997,47;7838,94;0,01;55,67;1049,57;220,8;525,11;919,62;0;0;-626,97;91,17
2.07.2025;23:00;44821,09;11886,1;6757,96;4712,47;1785,73;10014,19;7397,31;0,01;55,61;1065,29;220,8;534,13;945,17;0;0;-648,03;94,35
3.07.2025;00:00;42190,66;10397,35;6046,13;4624,4;1602,69;10023,95;7111,36;0,01;54,88;1073,14;223;542,31;963,36;0;0;-566,16;94,24
3.07.2025;01:00;40061,85;9726,93;4842,74;4652,87;1582,76;10016,75;6940,53;0,01;54,67;1090,21;220,8;445,05;963,34;0;0;-567,49;92,68
3.07.2025;02:00;38646,14;9474,31;3626,42;4651,65;1524,21;10027,35;6912,47;0,02;54,87;1110,46;223;582,58;966,42;0;0;-602,6;94,98
3.07.2025;03:00;37463,74;8955,61;3168,02;4583,18;1506,48;9999,77;6763,57;0,01;54,67;1127,11;220,8;595,54;964,21;0;0;-570,31;95,08
